"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc"
"3035003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,52,53,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$20,001 TO $25,000",22500.5,0,0,43.314
"3035011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,53.5,"$10,001 TO $15,000",12500.5,1,1,48.997
"3035014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.92,"$20,001 TO $25,000",22500.5,0,0,44.71
"3035015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,35.78,37.67,"$40,001 TO $50,000",45000.5,0,0,65.013
"3035016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,38.545
"3035018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,49,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,33.42,"$15,001 TO $20,000",17500.5,1,1,32.884
"3035020C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.254
"3035021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,63.43,NA,"$15,001 TO $20,000",17500.5,0,1,41.42
"3036001C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.895
"3036002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,29.6,"$15,001 TO $20,000",17500.5,1,0,57.826
"3036005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,49,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,43.371
"3036011C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,39,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,35.92,"$30,001 TO $35,000",32500.5,0,0,48.342
"3036012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,35.78,"$20,001 TO $25,000",22500.5,1,1,64.552
"3036021C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.357
"3036023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,61.168
"3036024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,40,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,35.78,"$40,001 TO $50,000",45000.5,0,0,45.367
"3037001C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,NA,33,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,NA,"$20,001 TO $25,000",22500.5,0,1,56.474
"3037007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,50,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,53.5,"$40,001 TO $50,000",45000.5,0,0,58.041
"3037008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,38.18,"$50,001 TO $75,000",62500.5,0,0,53.831
"3037011C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.509
"3037012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,46,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,59,"$40,001 TO $50,000",45000.5,0,0,65.739
"3037017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,36,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,38.18,63.43,"$50,001 TO $75,000",62500.5,0,0,52.863
"3037023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,60,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,35.63,53.5,"$50,001 TO $75,000",62500.5,0,0,52.491
"3038002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,47,"BACHELOR'S DEGREE","9TH - 12TH GRADE",0,1,35.78,53.5,"$50,001 TO $75,000",62500.5,0,0,49.898
"3038003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,57,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$20,001 TO $25,000",22500.5,0,1,58.606
"3038005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,37,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,53.5,"$35,001 TO $40,000",37500.5,0,0,52.656
"3038006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,47.756
"3038009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,39.18,"$75,001 TO $100,000",87500.5,0,0,61.977
"3038010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.78,"$20,001 TO $25,000",22500.5,0,0,33.603
"3038012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,35.92,"$20,001 TO $25,000",22500.5,0,0,72.756
"3038013C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$15,001 TO $20,000",17500.5,1,1,48.551
"3038014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.92,"$50,001 TO $75,000",62500.5,0,0,63.742
"3038015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,40,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,34.95,53.5,"$35,001 TO $40,000",37500.5,0,0,52.085
"3038016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,48,"SOME COLLEGE","SOME COLLEGE",0,0,33.42,48.69,"$50,001 TO $75,000",62500.5,0,0,64.833
"3038018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$50,001 TO $75,000",62500.5,0,0,63.041
"3038019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,39.18,"$75,001 TO $100,000",87500.5,0,0,49.012
"3038022C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.029
"3038023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$25,001 TO $30,000",27500.5,1,0,48.363
"3038025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,48.69,39.18,"$25,001 TO $30,000",27500.5,0,0,60.746
"3038040C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,47,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,61.777
"3039001C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.25
"3039007C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,26,32,"SOME COLLEGE","9TH - 12TH GRADE",0,1,37.67,29.6,"$15,001 TO $20,000",17500.5,1,0,48.088
"3039008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,37,"9TH - 12TH GRADE","SOME COLLEGE",1,0,35.78,35.92,"$40,001 TO $50,000",45000.5,0,0,58.541
"3039011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,31,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,46.903
"3039013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,38.18,NA,"$20,001 TO $25,000",22500.5,0,1,56.63
"3039018C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.112
"3039022C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,36,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.63,"$20,001 TO $25,000",22500.5,0,0,56.47
"3040002C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.952
"3040004C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,55.752
"3040007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,54,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,35.63,35.63,"$50,001 TO $75,000",62500.5,0,0,55.491
"3040009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,39.2,"$20,001 TO $25,000",22500.5,0,1,62.499
"3040010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,"SOME COLLEGE","SOME COLLEGE",0,0,NA,34.95,"$40,001 TO $50,000",45000.5,0,0,38.195
"3041003C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.138
"3041004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,37.67,"$50,001 TO $75,000",62500.5,0,0,47.385
"3041005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.18,"$25,001 TO $30,000",27500.5,0,0,55.11
"3041006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,31,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,35.78,"$75,001 TO $100,000",87500.5,0,0,59.036
"3041007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,1,50.658
"3041009C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,27,34,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,53.5,"$50,001 TO $75,000",62500.5,0,0,65.618
"3041010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,34,"9TH - 12TH GRADE","SOME COLLEGE",1,0,NA,35.92,"$35,001 TO $40,000",37500.5,0,1,39.399
"3041013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,33,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,33.42,33.42,"$40,001 TO $50,000",45000.5,0,0,70.312
"3041014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,66.074
"3041015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,44,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,61.56,63.43,"$50,001 TO $75,000",62500.5,0,0,57.982
"3041018C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.851
"3041022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.78,"$20,001 TO $25,000",22500.5,1,0,48.048
"3042001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,55,"BACHELOR'S DEGREE","NOT APPLICABLE",0,NA,NA,NA,"$40,001 TO $50,000",45000.5,0,0,61.328
"3042002C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,38,38,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,61.145
"3042003C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.566
"3042005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,53.85
"3042008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,36,"SOME COLLEGE","SOME COLLEGE",0,0,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,53.683
"3042012C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.879
"3042014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,39,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,39.2,"$15,001 TO $20,000",17500.5,1,0,43.919
"3042015C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,30,49,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,NA,"$35,001 TO $40,000",37500.5,0,0,47.904
"3042016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,25,"SOME COLLEGE","SOME COLLEGE",0,0,34.95,NA,"$15,001 TO $20,000",17500.5,1,1,41.748
"3042021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,28,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,34.95,39.2,"$75,001 TO $100,000",87500.5,0,0,56.445
"3042022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","NOT APPLICABLE",1,NA,NA,33.42,"$50,001 TO $75,000",62500.5,0,0,57.333
"3042023C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.094
"3043001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,37,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,54.45
"3043002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,35.63,"$40,001 TO $50,000",45000.5,0,0,56.703
"3043009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"SOME COLLEGE","VOC/TECH PROGRAM",0,1,35.78,34.95,"$75,001 TO $100,000",87500.5,0,0,58.616
"3043010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,31.108
"3043011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$50,001 TO $75,000",62500.5,0,0,63.277
"3043018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,39.2,"$50,001 TO $75,000",62500.5,0,0,53.182
"3043019C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.462
"3043023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,35,"SOME COLLEGE","SOME COLLEGE",0,0,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,53.395
"3043024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$20,001 TO $25,000",22500.5,0,0,60.233
"3044001C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,45,45,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,66.15
"3044002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$40,001 TO $50,000",45000.5,0,0,53.674
"3044004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,52.54,64.89,"$50,001 TO $75,000",62500.5,0,0,57.171
"3044005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,55,46,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,61.56,77.5,"$200,001 TO $200,001",200001,0,0,64.383
"3044007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,53.5,NA,"$35,001 TO $40,000",37500.5,0,0,58.466
"3044009C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,40,41,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$200,001 TO $200,001",200001,0,0,45.682
"3044010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,35.78,"$100,001 TO $200,000",150000.5,0,0,49.683
"3044012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,40,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,77.5,77.5,"$200,001 TO $200,001",200001,0,0,49.556
"3044013C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,40,40,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,38.18,77.5,"$100,001 TO $200,000",150000.5,0,0,63.6
"3044014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,47,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,49.222
"3044015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,43,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,59,"$75,001 TO $100,000",87500.5,0,0,63.033
"3044016C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,45,"DOCTORATE OR PROFESSIONAL DEGREE","SOME COLLEGE",0,0,NA,NA,"$20,001 TO $25,000",22500.5,1,1,43.344
"3044018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,52,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,35.78,35.78,"$200,001 TO $200,001",200001,0,0,65.755
"3044019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$100,001 TO $200,000",150000.5,0,0,63.419
"3044020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$25,001 TO $30,000",27500.5,0,0,60.121
"3044021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,50,"DOCTORATE OR PROFESSIONAL DEGREE","BACHELOR'S DEGREE",0,0,NA,48.69,"$100,001 TO $200,000",150000.5,0,0,61.358
"3044022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,42,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,52.658
"3044023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,63.43,35.78,"$50,001 TO $75,000",62500.5,0,0,52.07
"3044026C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,45,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$100,001 TO $200,000",150000.5,0,0,62.507
"3045002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,NA,"$35,001 TO $40,000",37500.5,0,0,31.069
"3045003C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,38,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,50.389
"3045006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74
"3045007C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,24,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$5,001 TO $10,000",7500.5,1,1,21.038
"3045008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,27,32,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,51.509
"3045014C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.485
"3045015C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,29,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,1,1,46.487
"3045016C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,36,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$20,001 TO $25,000",22500.5,0,1,31.409
"3045018C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,39,34,"9TH - 12TH GRADE","SOME COLLEGE",1,0,35.78,34.95,"$5,001 TO $10,000",7500.5,1,0,35.278
"3045019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.072
"3045021C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,48,42,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,34.95,"$25,001 TO $30,000",27500.5,0,0,37.104
"3045022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,42,"9TH - 12TH GRADE","SOME COLLEGE",1,0,34.95,29.6,"$5,001 TO $10,000",7500.5,1,0,34.079
"3045023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,32,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,53.5,39.2,"$40,001 TO $50,000",45000.5,0,0,48.017
"3045024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,31,31,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,52.54,NA,"$20,001 TO $25,000",22500.5,1,0,42.759
"3046001C",0,"ASIAN",0,0,0,1,1,41,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.18,"$15,001 TO $20,000",17500.5,1,0,53.979
"3046002C",0,"ASIAN",0,0,0,1,1,40,43,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,61.56,35.78,"$40,001 TO $50,000",45000.5,0,0,63.79
"3046003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,37,41,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,72.1,59,"$100,001 TO $200,000",150000.5,0,0,44.595
"3046005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,38,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,39.18,"$35,001 TO $40,000",37500.5,0,0,66.573
"3046008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,56,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,48.69,"$75,001 TO $100,000",87500.5,0,0,63.006
"3046009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,34.95,"$35,001 TO $40,000",37500.5,0,0,57.062
"3046010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"9TH - 12TH GRADE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,38.18,35.92,"$35,001 TO $40,000",37500.5,0,0,52.625
"3046012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,51.509
"3046013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$50,001 TO $75,000",62500.5,0,0,48.726
"3046017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,NA,60,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,34.95,"$40,001 TO $50,000",45000.5,0,0,28.803
"3046019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$30,001 TO $35,000",32500.5,0,0,35.566
"3046021C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,30,35,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,52.54,53.5,"$40,001 TO $50,000",45000.5,0,0,60.757
